DOCTNMBR,REPTTYPE,CRSHDATE,NTFYHOUR,CNTYNAME,MUNINAME,MUNITYPE,LOCTYPE,ONHWY,ONHWYSYS,ONHWYDIR,ONHWYTYP,ONSTR,ATHWY,ATHWYSYS,ATHWYDIR,ATHWYTYP,ATSTR,INTDIR,INTDIS,LATDECDG,LONDECDG,CRSHTYPE,RLTNRDWY,MNRCOLL,HWYCLASS,INJSVR,TOTVEH,TOTMOT,TOTNMT,TOTINJ,TOTFATL,ALCFLAG,BIKEFLAG,BUSFLAG,CONSZONE,CMVFLAG,CYCLFLAG,DISTFLAG,DRUGFLAG,INJTRNS,MOPFLAG,PEDFLAG,SFTYFLAG,SPEEDFLAG,TEENDRVR,RDWY_LINK_ID,RDWY_LINK_OSET,LINK_HIST_FLAG
1KL06SX4JK,DT4000,11/23/2018,20,DANE,MIDDLETON,C,I,,,,,MURPHY DR,,,,,DEMING WAY,N,0.0089,43.09836722,-89.52311507,MVIT,ON,FTS,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,,4829754,1116,
1KL05WRB2P,DT4000,11/26/2018,10,DANE,MIDDLETON,C,N,MS,CTH,WB,,,,,,,AURORA ST,E,0.0131,43.09683071,-89.51251269,MVIT,ON,SSS,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,,4841812,69,
02L12G26N1,DT4000,11/26/2018,15,DANE,CROSS PLAINS,T,I,14,USH,WB,,,,,,,COWLING LN,W,0.0072,43.11611422,-89.66993234,MVIT,ON,FTR,R STH,O,2,3,0,0,0,,,,,,,,,,,,,,,4850816,85,
1KL079QKWR,DT4000,11/26/2018,16,DANE,MIDDLETON,C,I,,,,,AIRPORT RD,,,,,NURSEY DR,,0,43.11131916,-89.52112604,MVIT,ON,FTS,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,Y,5098691,0,
1KL07TS270,DT4000,11/28/2018,10,DANE,MIDDLETON,C,N,M,CTH,EB,,CENTURY AVE,,,,,WESTPOINT RD,E,0.0972,43.11192312,-89.46486138,MVIT,ON,SSS,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,,5084389,513,
1KL07TS271,DT4000,11/28/2018,13,DANE,MIDDLETON,C,I,M,CTH,WB,,CENTURY AVE,,,,,BRANCH ST,E,0.0127,43.10423957,-89.49240698,MVIT,ON,FTR,U CITY,O,2,3,0,0,0,,,,,,,Y,,,,,,,,4819977,67,
1KL07W13BB,DT4000,11/29/2018,16,DANE,MIDDLETON,C,I,,,,,DEMING WAY,14,USH,EB,,,N,0.0322,43.09739875,-89.5235684,MVIT,ON,SSS,U CITY,O,3,4,0,0,0,,,,,,,,,,,,,,,5040838,169,
1KL07W13BC,DT4000,11/29/2018,17,DANE,MIDDLETON,C,N,14,USH,WB,,,,,,,PLEASANT VIEW RD,E,0.1392,43.09648578,-89.53207268,MVIT,ON,FTR,U STH,O,2,2,0,0,0,,,,,,,,,,,,,,Y,5488969,735,
1KL07D6N0S,DT4000,11/30/2018,1,DANE,MIDDLETON,C,N,,,,,FRANKLIN AVE,,,,,WOOD RD,W,0.0284,43.09827711,-89.4959297,MVIT,ON,SSS,U CITY,C,2,1,0,1,0,Y,,,,,,Y,,Y,,,,,,4820331,150,
02L0XWW1BC,DT4000,11/30/2018,8,DANE,MIDDLETON,T,N,,,,,ALMOR DR,,,,,CARIBOU RD,W,0.0926,43.06475067,-89.59587097,MAILBOX,ON,NO,R TOWN,O,1,2,0,0,0,,,,,,,,,,,,,Y,,5035680,561,
1KL07RB004,DT4000,11/30/2018,16,DANE,MIDDLETON,C,N,MS,CTH,EB,,,,,,,GATEWAY NORTH,W,0.014,43.09255868,-89.49012346,MVIT,ON,FTS,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,,4842190,74,
1KL06SX4JL,DT4000,12/1/2018,11,DANE,MIDDLETON,C,I,,,,,PARMENTER ST (1),,,,,DONNA DR,N,0.0134,43.1061046,-89.51066188,MVIT,ON,FTR,U CITY,O,2,5,0,0,0,,,,,,,,,,,,,Y,Y,4848722,1085,
02L0Z1L4R1,DT4000,12/2/2018,9,DANE,CROSS PLAINS,T,N,P,CTH,NB,,,,,,,PINE HILL RD,N,0.022,43.07515929,-89.65568595,TFSIGN,RTSH,NO,R CTH,O,1,1,0,0,0,UNKN,,,,,,,UNKN,,,,,,,4848830,116,
1KL07RB005,DT4000,12/2/2018,19,DANE,MIDDLETON,C,N,MS,CTH,WB,,UNIVERSITY AVE,,,,,PARMENTER ST (1),E,0.0532,43.09688213,-89.51047803,MVIT,ON,NO,U CITY,O,2,4,0,0,0,,,,,,,,,,,,,,,4841808,281,
1KL07TS273,DT4000,12/3/2018,7,DANE,MIDDLETON,C,I,,,,,PLEASANT VIEW RD,14,USH,EB,,,S,0.0047,43.09631538,-89.53482629,MVIT,ON,FTS,U CITY,B,2,3,0,1,0,,,,,,,,,,,,,,,5064488,1076,
1KL05WRB2W,DT4000,12/3/2018,10,DANE,MIDDLETON,C,N,,,,,PARMENTER ST (2),,,,,DISCOVERY DR,S,0.0261,43.10209382,-89.51193732,MVIT,ON,FTS,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,Y,5120284,39,
1KL07TS274,DT4000,12/4/2018,13,DANE,MIDDLETON,C,N,MS,CTH,EB,,UNIVERSITY AVE,Q,CTH,EB,,ALLEN BLVD,W,0.0341,43.09012324,-89.48656508,MVIT,ON,SSS,U CITY,B,2,4,0,1,0,,,,,,,,,,,,,,,5500200,821,
02L0Z2T5NG,DT4000,12/5/2018,20,DANE,MIDDLETON,T,I,,,,,SWOBODA RD,S,CTH,WB,,,S,0.0055,43.06016592,-89.59147345,MVIT,ON,FTS,R TOWN,B,2,4,0,3,0,,,,,,,,,,,,,,,4824078,29,
1KL06SX4JM,DT4000,12/6/2018,17,DANE,MIDDLETON,C,N,,,,,PARMENTER ST (1),,,,,LISA LN,N,0.0553,43.1098026,-89.50983442,MVIT,ON,FTS,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,,4827336,292,
1KL07SK13W,DT4000,12/8/2018,12,DANE,MIDDLETON,C,I,14,USH,WB,,,12,USH,EB,,,W,0.0706,43.09682116,-89.51810677,MVIT,ON,FTR,U STH,O,2,6,0,0,0,,,,,,,,,,,,,,Y,4827343,0,
1KL07SK13X,DT4000,12/12/2018,17,DANE,MIDDLETON,C,I,,,,,BRANCH ST,M,CTH,NB,,CENTURY AVE,S,0.054,43.10350786,-89.4928126,MVIT,ON,FTS,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,Y,,4820050,293,
1KL07SK13Z,DT4000,12/13/2018,16,DANE,MIDDLETON,C,N,M,CTH,WB,,CENTURY AVE,,,,,OLD CREEK RD,E,0.0331,43.10487123,-89.49481702,MVIT,ON,SSS,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,Y,,4819969,175,
1KL07W13BD,DT4000,12/13/2018,16,DANE,MIDDLETON,C,N,14,USH,WB,,,,,,,EAGLE DR,W,0.103,43.09668432,-89.52979778,MVIT,ON,FTR,U STH,O,5,6,0,0,0,,,,,,,,,,,,,,Y,5314261,544,
1KL07TS277,DT4000,12/14/2018,7,DANE,MIDDLETON,C,N,M,CTH,WB,,CENTURY AVE,,,,,HIGHLAND WAY,,0,43.10796437,-89.47976951,MVIT,ON,FTR,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,,4829753,203,
1KL063XHKN,DT4000,12/14/2018,10,DANE,MIDDLETON,C,I,,,,,DEMING WAY,14,USH,WB,,,N,0.0176,43.09719043,-89.5235775,MVIT,ON,FTR,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,,5040838,93,
1KL079QKWT,DT4000,12/14/2018,16,DANE,MIDDLETON,C,I,,,,,PARMENTER ST (2),,,,,PARMENTER ST (1),,0,43.10221487,-89.51175565,MVIT,ON,FTF,U CITY,O,2,3,0,0,0,,,,,,,,,,,,,,,5120284,94,
1KL079QKWV,DT4000,12/14/2018,17,DANE,MIDDLETON,C,I,MS,CTH,WB,,UNIVERSITY AVE,,,,,PARMENTER ST (1),E,0.0225,43.09686287,-89.51108481,MVIT,ON,SSS,U CITY,O,2,3,0,0,0,,,,,,,Y,,,,,,,,4841808,119,
02L0XWW1BS,DT4000,12/16/2018,13,DANE,CROSS PLAINS,T,I,14,USH,WB,,,,,,,CLEVELAND RD,,0,43.09390373,-89.60561149,DITCH,O ROW,NO,R STH,O,1,1,0,0,0,,,,,,,,,,,,,Y,,5314163,65,
1KL07SK140,DT4000,12/17/2018,12,DANE,MIDDLETON,C,I,,,,,FRANKLIN AVE,,,,,PARK LAWN,,0,43.09833661,-89.50424602,MVIT,ON,FTS,U CITY,C,2,3,0,1,0,,,,,,,,,,,,,,Y,4820317,0,
1KL063XHKP,DT4000,12/17/2018,14,DANE,MIDDLETON,C,I,,,,,DEMING WAY,14,USH,WB,,,N,0.0178,43.0971913,-89.52357755,MVIT,ON,FTR,U CITY,C,2,4,0,2,0,,,,,,,,,,,,,,Y,5040838,94,
1KL07TS278,DT4000,12/18/2018,1,DANE,MIDDLETON,C,I,,,,,DEMING WAY,,,,,DISCOVERY DR,,0,43.10152502,-89.51835265,MVIT,ON,FTS,U CITY,O,2,3,0,0,0,,,,,Y,,,,,,,,,,5120288,0,
1KL07SK141,DT4000,12/18/2018,7,DANE,MIDDLETON,C,I,14,USH,WB,,,,,,,CAYUGA ST,W,0.0722,43.09695869,-89.51445204,MVIT,ON,FTR,U STH,O,2,2,0,0,0,,,,,,,,,,,,,,,5515604,176,
1KL063XHKQ,DT4000,12/18/2018,12,DANE,MIDDLETON,C,N,14,USH,EB,,,,,,,TERRACE AVE,E,0.2093,43.09671332,-89.52125862,MVIT,ON,FTR,U STH,O,2,2,0,0,0,,,,,,,,,,,,,,,5488966,136,
1KL07SK142,DT4000,12/18/2018,13,DANE,MIDDLETON,C,N,,,,,DEMING WAY,,,,,GREENWAY BLVD,S,0.0394,43.08954311,-89.52713978,MVIT,ON,FTR,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,,4821177,403,
1KL07SK144,DT4000,12/18/2018,14,DANE,MIDDLETON,C,N,,,,,PHEASANT BRANCH RD,,,,,FRANK LLOYD WRIGHT AVE,E,0.0258,43.10700124,-89.49699041,MVIT,ON,SSS,U CITY,O,2,1,0,0,0,UNKN,,,,,,,UNKN,,,,Y,,,5016005,135,
1KL079QKWW,DT4000,12/18/2018,15,DANE,MIDDLETON,C,N,,,,,AIRPORT RD,,,,,DEMING WAY,E,0.0737,43.11121391,-89.52774912,MVIT,ON,SSS,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,,4830487,389,
02L0Z1L4R6,DT4000,12/18/2018,16,DANE,MIDDLETON,T,I,,,,,AIRPORT RD,,,,,STONE WOOD DR,E,0.021,43.11112276,-89.54535662,MVIT,ON,FTR,R TOWN,O,3,7,0,0,0,,,,,,,,,,,,,,Y,4819523,111,
1KL06SX4JP,DT4000,12/19/2018,16,DANE,MIDDLETON,C,I,,,,,MAYWOOD AVE,,,,,BRANCH ST,E,0.0123,43.10032926,-89.49328404,MVIT,ON,SSS,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,,4820201,275,
1KL07BZM02,DT4000,12/20/2018,17,DANE,MIDDLETON,C,N,,,,,GREENWAY BLVD,12,USH,EB,,,W,0.0222,43.09016972,-89.52131859,MVIT,ON,FTR,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,,4858290,213,
1KL07TS279,DT4000,12/20/2018,17,DANE,MIDDLETON,C,N,M,CTH,EB,,CENTURY AVE,,,,,VALLEY RIDGE RD,E,0.0888,43.11118094,-89.47317738,MVIT,ON,FTR,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,Y,4840951,469,
1KL07BZM03,DT4000,12/21/2018,12,DANE,MIDDLETON,C,N,,,,,DEMING WAY,,,,,TERRACE AVE,N,0.0366,43.09593514,-89.5235804,MVIT,ON,FTS,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,Y,5063870,193,
1KL06SX4JR,DT4000,12/21/2018,21,DANE,MIDDLETON,C,N,M,CTH,EB,,CENTURY AVE,,,,,NORTHBROOK DR,W,0.0246,43.11130466,-89.5072158,MVIT,ON,FTS,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,,4819519,641,
1KL07SK145,DT4000,12/22/2018,15,DANE,MIDDLETON,C,N,M,CTH,WB,,CENTURY AVE,,,,,OLD CREEK RD,E,0.0331,43.10487216,-89.49482028,STRUCK,ON,FTR,U CITY,O,3,10,0,0,0,,,,,,,,,,,,,,,4819969,175,
1KL05Z0C51,DT4000,12/23/2018,18,DANE,MIDDLETON,C,I,M,CTH,EB,,CENTURY AVE,,,,,BRANCH ST,,0,43.10428066,-89.49265174,MVIT,ON,SSO,U CITY,O,2,2,0,0,0,UNKN,,,,,,Y,UNKN,,,,Y,,,4819969,0,
02L0XWW1BX,DT4000,12/25/2018,2,DANE,CROSS PLAINS,T,N,14,USH,WB,,,,,,,STAGECOACH RD,W,0.0511,43.0975366,-89.62135775,OVRTRN,R SIDE,NO,R STH,A,1,1,0,1,0,Y,,,,,,,,Y,,,,Y,,5455235,5050,
1KL063XHKR,DT4000,12/25/2018,13,DANE,MIDDLETON,C,N,,,,,STONEFIELD RD,,,,,CLOVERNOOK RD,E,0.0244,43.08432732,-89.49844548,TREE,OFF,NO,U CITY,C,1,3,0,3,0,,,,,,,,,Y,,,,Y,Y,4821466,616,
1KL07LCTKP,DT4000,12/27/2018,12,DANE,MIDDLETON,C,N,MS,CTH,EB,,,,,,,PARMENTER ST (1),W,0.0252,43.0968396,-89.51202779,MVIT,ON,SSS,U CITY,O,2,3,0,0,0,,,,,,,,,,,,,,,4841812,198,
24L04BTWS5,DT4000,12/27/2018,12,DANE,CROSS PLAINS,T,N,14,USH,WB,,,,,,,WESTVIEW CT,S,0.0083,43.10911835,-89.63931333,TFSIGN,ON,NO,R STH,O,1,1,0,0,0,,,,,,,,,,,,,,,5455235,44,
1KL07BZM04,DT4000,12/27/2018,16,DANE,MIDDLETON,C,PP,,,,,ASPEN COMMONS,,,,,GREENWAY BLVD,N,0.0197,43.09063487,-89.52964029,MVIT,ON,FTF,U CITY,O,2,3,0,0,0,,,,,,,,,,,,,,,4828136,845,
1KL07TS27B,DT4000,12/27/2018,17,DANE,MIDDLETON,C,N,14,USH,WB,,,,,,,CAYUGA ST,N,0.1352,43.09851393,-89.5136476,TFSIGN,ON,NO,U STH,O,1,2,0,0,0,,,,,,,,,,,,,Y,Y,5314701,724,
1KL07BZM06,DT4000,12/28/2018,19,DANE,MIDDLETON,C,N,,,,,FRANK LLOYD WRIGHT AVE,,,,,BLACK CHERRY LN,W,0.0496,43.10907092,-89.4987456,CURB,ON,NO,U CITY,O,1,1,0,0,0,,,,,,,,,,,,,,,5016027,257,
1KL07SK147,DT4000,12/29/2018,11,DANE,MIDDLETON,C,PL,MS,CTH,WB,,UNIVERSITY AVE,,,,,LAKEVIEW AVE,W,0.014,43.09457304,-89.49294043,PKVEH,PARK,NO,U CITY,O,2,1,0,0,0,UNKN,,,,,,,UNKN,,,,,,,4842007,74,
02L0Z1L4RF,DT4000,12/31/2018,16,DANE,CROSS PLAINS,T,N,P,CTH,SB,,,J,CTH,SB,,,S,0.2078,43.04329086,-89.65641104,MAILBOX,ON,NO,R CTH,O,1,2,0,0,0,,,,,,,,,,,,,,Y,4846933,4020,
02L0Z90C53,DT4000,12/31/2018,16,DANE,MIDDLETON,T,PP,S,CTH,EB,,,,,,,PIONEER RD,W,0.32,43.06022113,-89.57806052,DITCH,OFF,NO,R CTH,O,1,2,0,0,0,,,,,,,,,,,,,Y,,5355365,1996,
02L0Z90C54,DT4000,12/31/2018,16,DANE,MIDDLETON,T,I,,,,,TOEPFER RD,,,,,AIRPORT RD,,0,43.11097194,-89.59264531,TFSIGN,OFF,NO,R TOWN,O,1,1,0,0,0,,,,,,,,,,,,,,,4819529,1337,
02L0Z1L4RK,DT4000,12/31/2018,17,DANE,CROSS PLAINS,T,N,,,,,BARLOW RD,,,,,OBSERVATORY RD,S,0.92,43.07631926,-89.68028826,OVRTRN,R SIDE,NO,R TOWN,B,1,1,0,1,0,,,,,,,,,Y,,,,,,4823740,4590,
02L121PTL3,DT4000,12/31/2018,17,DANE,CROSS PLAINS,T,N,,,,,GARFOOT RD,KP,CTH,NB,,,S,0.1737,43.10927598,-89.67972696,DITCH,GORE,NO,R TOWN,O,1,1,0,0,0,,,,,,,,,,,,,,,4841979,917,
02L0XWW1C0,DT4000,1/1/2019,21,DANE,CROSS PLAINS,T,N,14,USH,WB,,,,,,,CLEVELAND RD,E,0.1303,43.09343184,-89.60291735,DITCH,R SIDE,NO,R STH,O,1,1,0,0,0,,,,,,,,,,,,,,,5455237,688,
1KL07TS27C,DT4000,1/2/2019,14,DANE,MIDDLETON,C,I,14,USH,WB,,,12,USH,EB,,,W,0.0706,43.09682116,-89.51810677,MVIT,ON,FTS,U STH,C,2,2,0,2,0,,,,,,,,,,,,,,,4827343,0,
1KL06SX4JT,DT4000,1/3/2019,6,DANE,MIDDLETON,C,N,14,USH,EB,,,12,USH,EB,,,S,0.0292,43.09639353,-89.5171371,CONC B,ON,NO,U STH,O,1,1,0,0,0,,,,,,,,,,,,,,,5314647,302,
02L0Z6J98L,DT4000,1/3/2019,9,DANE,CROSS PLAINS,T,I,,,,,OLD MILITARY RD,,,,,COYLE LN,S,0.0133,43.05412144,-89.62605126,MVIT,ON,FTF,R TOWN,O,2,2,0,0,0,,,,,,,,,,,,,Y,,4827420,70,
02L0Z90C55,DT4000,1/3/2019,19,DANE,MIDDLETON,T,I,,,,,CARIBOU CT,S,CTH,WB,,,S,0.0009,43.06022366,-89.5955756,MVIT,ON,SSS,R TOWN,O,2,3,0,0,0,UNKN,,,,,,,UNKN,,,,Y,,,4823917,305,
1KL07BZM09,DT4000,1/4/2019,17,DANE,MIDDLETON,C,N,,,,,PARMENTER ST (2),,,,,DISCOVERY DR,S,0.0239,43.10209283,-89.51198266,MVIT,ON,FTR,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,,5120284,27,
1KL07W13BG,DT4000,1/5/2019,12,DANE,MIDDLETON,C,N,14,USH,WB,,,,,,,MURPHY DR,S,0.1797,43.09690203,-89.5219782,MVIT,ON,FTR,U STH,C,2,4,0,1,0,,,,,,,Y,,,,,,,Y,5488964,72,
02L0Z1L4RG,DT4000,1/5/2019,17,DANE,CROSS PLAINS,T,N,,,,,MINERAL POINT RD W (2),,,,,GARFOOT RD,W,0.53,43.05831506,-89.71003399,TREE,R SIDE,NO,R TOWN,O,1,1,0,0,0,,,,,,,,,,,,,,,4858657,3377,
02L0Z1L4RJ,DT4000,1/6/2019,14,DANE,MIDDLETON,T,I,14,USH,WB,,,,,,,SCHWARTZ RD,,0,43.09600453,-89.54523335,MVIT,ON,FTR,R STH,O,2,4,0,0,0,,,,,,,Y,,,,,,,,5314201,0,
1KL07FFP47,DT4000,1/6/2019,15,DANE,MIDDLETON,C,I,MS,CTH,EB,,UNIVERSITY AVE,,,,,PARMENTER ST (1),,0,43.09684873,-89.51153003,MVIT,ON,FTR,U CITY,O,2,4,0,0,0,,,,,,,,,,,,,,,4841808,331,
1KL07LCTKQ,DT4000,1/9/2019,8,DANE,MIDDLETON,C,N,MS,CTH,WB,,UNIVERSITY AVE,,,,,PARMENTER ST (1),E,0.0722,43.09689365,-89.51009927,MVIT,ON,FTR,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,,4841808,381,
1KL07W13BH,DT4000,1/9/2019,14,DANE,MIDDLETON,C,N,,,,,HUBBARD AVE,,,,,MIDDLETON ST,W,0.0784,43.09528163,-89.50989148,MVIT,ON,SSS,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,,4820580,454,
1KL079QKWX,DT4000,1/10/2019,8,DANE,MIDDLETON,C,N,M,CTH,EB,,CENTURY AVE,,,,,VALLEY RIDGE RD,,0,43.11046616,-89.47463927,MVIT,ON,FTR,U CITY,O,2,4,0,0,0,,,,,,,,,,,,,,Y,4819565,0,
1KL05WRB2X,DT4000,1/11/2019,21,DANE,MIDDLETON,C,PL,,,,,BRISTOL ST,,,,,NORTH AVE,N,0.0254,43.0996033,-89.50652147,PKVEH,PARK,NO,U CITY,O,2,1,0,0,0,UNKN,,,,,,,UNKN,,,,,,,4820257,862,
1KL07TS27D,DT4000,1/12/2019,9,DANE,MIDDLETON,C,I,Q,CTH,NB,,ALLEN BLVD,M,CTH,EB,,CENTURY AVE,,0,43.10456008,-89.48684859,MVIT,ON,FTR,U CITY,C,2,3,0,1,0,,,,,,,Y,,,,,,,,4820033,0,
24L08G9LVR,DT4000,1/13/2019,12,DANE,CROSS PLAINS,V,N,,,,,BREWERY RD,14,USH,WB,,,N,0.0409,43.11053327,-89.64063306,MVIT,ON,FTR,R CITY,O,2,4,0,0,0,,,,,,,Y,,,,,,,Y,4819572,216,
24L08G9LVS,DT4000,1/13/2019,13,DANE,CROSS PLAINS,V,I,14,USH,EB,,,P,CTH,SB,,CHURCH ST,W,0.0083,43.1114541,-89.64526264,MVIT,ON,FTR,R STH,O,2,2,0,0,0,,,,,,,Y,,,,,,,Y,5372931,197,
1KL06SX4JV,DT4000,1/15/2019,12,DANE,MIDDLETON,C,I,,,,,CAYUGA ST,14,USH,EB,,,S,0.0436,43.09671941,-89.51412231,TFSIGN,ON,NO,U CITY,O,1,1,0,0,0,UNKN,,,,Y,,Y,UNKN,,,,Y,,,4885655,294,
1KL07W13BK,DT4000,1/16/2019,14,DANE,MIDDLETON,C,I,14,USH,WB,,,,,,,DEMING WAY,N,0.0044,43.09682231,-89.52353843,MVIT,ON,SSO,U STH,O,2,3,0,0,0,,,,,,,,,,,,,,Y,5314277,72,
02L0ZFXHPP,DT4000,1/17/2019,6,DANE,CROSS PLAINS,T,N,,,,,PINE HILL RD,P,CTH,WB,,,E,1.01,43.07179631,-89.64060087,DITCH,LTSH,NO,R TOWN,O,1,1,0,0,0,,,,,,,,,,,,,,,4822550,1333,
1KL07SK148,DT4000,1/17/2019,20,DANE,MIDDLETON,C,I,M,CTH,WB,,CENTURY AVE,,,,,FRANK LLOYD WRIGHT AVE,N,0.0153,43.10657121,-89.49848032,MVIT,ON,FTR,U CITY,O,2,3,0,0,0,,,,,,,Y,,,,,,,,4819837,1237,
1KL07RB006,DT4000,1/18/2019,15,DANE,MIDDLETON,C,I,,,,,GREENBRIAR RD,,,,,HIGH RD,W,0.0165,43.12620915,-89.50184528,MVIT,ON,FTR,U CITY,O,2,3,0,0,0,,,,,,,,,,,,,Y,Y,4829334,500,
1KL07SK149,DT4000,1/18/2019,16,DANE,MIDDLETON,C,I,,,,,GREENBRIAR RD,,,,,HIGH RD,W,0.0161,43.12620919,-89.50183758,MVIT,ON,FTR,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,,4829334,502,
1KL07TS27G,DT4000,1/18/2019,16,DANE,MIDDLETON,C,I,,,,,HIGH RD,,,,,GREENBRIAR RD,S,0.0074,43.12610268,-89.50151687,MVIT,ON,FTR,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,Y,,5285900,368,
24L049LVNZ,DT4000,1/18/2019,16,DANE,CROSS PLAINS,V,N,P,CTH,NB,,CHURCH ST,,,,,BAER ST,S,0.0136,43.11737924,-89.6355313,OTH FX,O ROW,NO,R CITY,O,1,1,0,0,0,,,,,,,,,,,,,Y,,5422280,97,
02L0Z7RB5D,DT4000,1/18/2019,17,DANE,MIDDLETON,C,I,,,,,HEDDEN RD,M,CTH,EB,,CENTURY AVE,S,0.0347,43.11130363,-89.47155174,MVIT,ON,FTF,U CITY,O,2,3,0,0,0,,,,,,,,,,,,,Y,,4829751,183,
1KL07TS27H,DT4000,1/19/2019,16,DANE,MIDDLETON,C,I,,,,,MAYWOOD AVE,,,,,MAYWOOD CIR,,0,43.10018754,-89.49226825,MVIT,ON,FTR,U CITY,O,2,3,0,0,0,,,,,,,,,,,,,Y,,4820201,517,
1KL07BZM0C,DT4000,1/20/2019,8,DANE,MIDDLETON,C,I,,,,,STONEFIELD RD,,,,,BEECHWOOD CIR,,0,43.08725188,-89.48941498,MVIT,ON,SSO,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,,4821267,0,
1KL07TS27J,DT4000,1/20/2019,15,DANE,MIDDLETON,C,I,M,CTH,EB,,CENTURY AVE,,,,,BASKERVILLE AVE,,0,43.10796437,-89.47976951,MVIT,ON,FTR,U CITY,C,3,5,0,1,0,,,,,,,,,,,,Y,,,4829753,203,
24L049LVP1,DT4000,1/20/2019,19,DANE,CROSS PLAINS,V,I,,,,,HILLEBRAND DR,,,,,CONTINENTAL LN,N,0.0116,43.1088525,-89.65106567,PKVEH,ON,NO,R CITY,O,2,2,0,0,0,,,,,,,,,,,,,Y,,4819652,1062,
02L0XWW1C6,DT4000,1/20/2019,21,DANE,CROSS PLAINS,T,N,14,USH,EB,,,,,,,STAGECOACH RD,E,0.0189,43.09716758,-89.6200814,MVIT,ON,FTR,R STH,O,2,2,0,0,0,,,,,,,,,,,,,,,5314157,100,
1KL07ZH5JP,DT4000,1/21/2019,8,DANE,MIDDLETON,C,I,,,,,PLEASANT VIEW RD,,,,,CROSSOVER USH 14,N,0.0133,43.09674611,-89.53482982,MVIT,ON,FTR,U CITY,O,2,2,0,0,0,UNKN,,,,,,Y,UNKN,,,,Y,Y,Y,4841838,70,
1KL07BZM0D,DT4000,1/21/2019,17,DANE,MIDDLETON,C,I,14,USH,EB,,,,,,,DEMING WAY,E,0.1699,43.09669295,-89.52018479,MVIT,ON,FTR,U STH,O,2,2,0,0,0,,,,,,,,,,,,,,Y,5488966,422,
1KL06SX4JW,DT4000,1/22/2019,8,DANE,MIDDLETON,C,I,14,USH,EB,,,,,,,DEMING WAY,E,0.0066,43.09675702,-89.52342148,MVIT,ON,SSS,U STH,O,2,2,0,0,0,,,,,,,,,,,,,,,5488965,35,
1KL07SK14B,DT4000,1/22/2019,23,DANE,MIDDLETON,C,N,14,USH,WB,,,12,USH,EB,R,,,0,43.09684335,-89.51893898,TFSIGN,RTSH,NO,U STH,O,1,1,0,0,0,,,,,,,,,,,,,Y,Y,5488963,37,
1KL080Q6N1,DT4000,1/23/2019,8,DANE,MIDDLETON,C,N,,,,,QUARRY RD,,,,,PLEASANT VIEW RD,E,0.0085,43.09353278,-89.53510167,LTPOLE,OFF,NO,U CITY,O,1,1,0,0,0,,,,,,,,,,,,,Y,,4830670,45,
1KL06QG27T,DT4000,1/23/2019,12,DANE,MIDDLETON,C,N,M,CTH,WB,,CENTURY AVE,,,,,FRANK LLOYD WRIGHT AVE,E,0.0456,43.10595096,-89.49762082,MVIT,ON,FTS,U CITY,B,2,5,0,2,0,,,,,,,,,Y,,,,,Y,4819929,241,
1KL07SK14C,DT4000,1/23/2019,14,DANE,MIDDLETON,C,I,,,,,PARMENTER ST (1),MS,CTH,NB,,,,0,43.09684873,-89.51153003,OT PST,ON,NO,U CITY,O,1,1,0,0,0,,,,,,,,,,,,,,,4820423,331,
1KL080Q6N3,DT4000,1/25/2019,8,DANE,MIDDLETON,C,PL,M,CTH,WB,,CENTURY AVE,,,,,PARMENTER ST,W,0.0297,43.11158435,-89.51018856,MVIT,OFF,RTS,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,Y,4840901,157,
24L049LVP2,DT4000,1/25/2019,15,DANE,CROSS PLAINS,V,N,14,USH,WB,,,,,,,JOVINA ST,E,0.0205,43.11248181,-89.64710057,MVIT,ON,SSS,R STH,O,2,2,0,0,0,UNKN,,,,,,,UNKN,,,,,,,5314060,108,
